pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time,signposted_as
PW.E.22402_1.224,E.22402,1.224,1,0,60,"Accés per Alfons XII"
PW.1.224_E.1022402,1.224,E.1022402,1,0,60,"Sortida per Alfons XII"
PW.1.224_E.22402,1.224,E.22402,1,0,60,"Sortida per Alfons XII"
PW.1.225_1.936,1.225,1.936,2,0,45,"Correspondència L2 - L10N"
PW.1.225_E.22501,1.225,E.22501,1,0,60,"Sortida per Avinguda Alfons XIII"
PW.E.22501_1.225,E.22501,1.225,1,0,60,"Accés per Avinguda Alfons XIII"
PW.1.225_E.22502,1.225,E.22502,1,0,60,"Sortida per Guifré"
PW.E.1022502_1.225,E.1022502,1.225,1,0,60,"Accés per Guifré"
PW.E.22502_1.225,E.22502,1.225,1,0,60,"Accés per Guifré"
PW.1.225_E.1022502,1.225,E.1022502,1,0,60,"Sortida per Guifré"
PW.E.22601_1.226,E.22601,1.226,1,0,60,"Accés per Avinguda Alfons XIII"
PW.1.226_E.1022601,1.226,E.1022601,1,0,60,"Sortida per Avinguda Alfons XIII"
PW.1.226_E.22601,1.226,E.22601,1,0,60,"Sortida per Avinguda Alfons XIII"
PW.E.1022601_1.226,E.1022601,1.226,1,0,60,"Accés per Avinguda Alfons XIII"
PW.E.22602_1.226,E.22602,1.226,1,0,60,"Accés per Avinguda Marquès de Mont-roig"
PW.1.226_E.22602,1.226,E.22602,1,0,60,"Sortida per Avinguda Marquès de Mont-roig"
PW.E.22603_1.226,E.22603,1.226,1,0,60,"Accés per Plaça Països Catalans"
PW.1.226_E.22603,1.226,E.22603,1,0,60,"Sortida per Plaça Països Catalans"
PW.1.227_E.22701,1.227,E.22701,1,0,60,"Sortida per Avinguda Martí Pujol"
PW.E.1022701_1.227,E.1022701,1.227,1,0,60,"Accés per Avinguda Martí Pujol"
PW.E.22701_1.227,E.22701,1.227,1,0,60,"Accés per Avinguda Martí Pujol"
PW.1.227_E.1022701,1.227,E.1022701,1,0,60,"Sortida per Avinguda Martí Pujol"
PW.E.22711_1.227,E.22711,1.227,1,0,60,"Accés per La Creu"
PW.E.1022711_1.227,E.1022711,1.227,1,0,60,"Accés per La Creu"
PW.1.227_E.22711,1.227,E.22711,1,0,60,"Sortida per La Creu"
PW.1.227_E.1022711,1.227,E.1022711,1,0,60,"Sortida per La Creu"
PW.1.314_1.918,1.314,1.918,2,0,45,"Correspondència L3 - L9S"
PW.E.31401_1.314,E.31401,1.314,1,0,60,"Accés per Avinguda Diagonal"
PW.1.314_E.31401,1.314,E.31401,1,0,60,"Sortida per Avinguda Diagonal"
PW.1.314_E.31402,1.314,E.31402,1,0,60,"Sortida per Facultat d'Estudis Empresarials"
PW.E.31402_1.314,E.31402,1.314,1,0,60,"Accés per Facultat d'Estudis Empresarials"
PW.E.31403_1.314,E.31403,1.314,1,0,60,"Accés per Dr. Marañón / Diagonal"
PW.1.314_E.31403,1.314,E.31403,1,0,60,"Sortida per Dr. Marañón / Diagonal"
PW.1.314_E.31404,1.314,E.31404,1,0,60,"Sortida per Parc Cervantes"
PW.E.31404_1.314,E.31404,1.314,1,0,60,"Accés per Parc Cervantes"
PW.1.315_E.31501,1.315,E.31501,1,0,60,"Sortida per Facultat de Ciències"
PW.E.31501_1.315,E.31501,1.315,1,0,60,"Accés per Facultat de Ciències"
PW.1.315_E.1031501,1.315,E.1031501,1,0,60,"Sortida per Facultat de Ciències"
PW.E.1031501_1.315,E.1031501,1.315,1,0,60,"Accés per Facultat de Ciències"
PW.1.315_E.31503,1.315,E.31503,1,0,60,"Sortida per Avda. Diagonal"
PW.E.31503_1.315,E.31503,1.315,1,0,60,"Accés per Avda. Diagonal"
PW.1.315_E.31504,1.315,E.31504,1,0,60,"Sortida per Palau de Pedralbes"
PW.E.31504_1.315,E.31504,1.315,1,0,60,"Accés per Palau de Pedralbes"
PW.1.316_E.31602,1.316,E.31602,1,0,60,"Sortida per Av. Diagonal / Doctor Ferran"
PW.E.31602_1.316,E.31602,1.316,1,0,60,"Accés per Av. Diagonal / Doctor Ferran"
PW.1.316_E.31603,1.316,E.31603,1,0,60,"Sortida per Gran Via Carles III"
PW.1.316_E.1031603,1.316,E.1031603,1,0,60,"Sortida per Gran Via Carles III"
PW.E.1031603_1.316,E.1031603,1.316,1,0,60,"Accés per Gran Via Carles III"
PW.E.31603_1.316,E.31603,1.316,1,0,60,"Accés per Gran Via Carles III"
PW.E.31604_1.316,E.31604,1.316,1,0,60,"Accés per Capità Arenas"
PW.1.316_E.31604,1.316,E.31604,1,0,60,"Sortida per Capità Arenas"
PW.1.317_E.1031701,1.317,E.1031701,1,0,60,"Sortida per Travessera de les Corts"
PW.1.317_E.31701,1.317,E.31701,1,0,60,"Sortida per Travessera de les Corts"
PW.E.31701_1.317,E.31701,1.317,1,0,60,"Accés per Travessera de les Corts"
PW.E.1031701_1.317,E.1031701,1.317,1,0,60,"Accés per Travessera de les Corts"
PW.E.31702_1.317,E.31702,1.317,1,0,60,"Accés per Joan Güell"
PW.1.317_E.31702,1.317,E.31702,1,0,60,"Sortida per Joan Güell"
PW.1.318_E.1031801,1.318,E.1031801,1,0,60,"Sortida per Plaça del Centre (mar)"
PW.E.1031801_1.318,E.1031801,1.318,1,0,60,"Accés per Plaça del Centre (mar)"
PW.1.318_E.31801,1.318,E.31801,1,0,60,"Sortida per Plaça del Centre (mar)"
PW.E.31801_1.318,E.31801,1.318,1,0,60,"Accés per Plaça del Centre (mar)"
PW.E.31802_1.318,E.31802,1.318,1,0,60,"Accés per Plaça del Centre (muntanya)"
PW.1.318_E.31802,1.318,E.31802,1,0,60,"Sortida per Plaça del Centre (muntanya)"
PW.1.319_1.518,1.319,1.518,2,0,45,"Correspondència L3 - L5"
PW.1.319_E.1031901,1.319,E.1031901,1,0,60,"Sortida per Pl. Països Catalans / Numància / Ambulatori"
PW.1.319_E.31901,1.319,E.31901,1,0,60,"Sortida per Pl. Països Catalans / Numància / Ambulatori"
PW.E.1031901_1.319,E.1031901,1.319,1,0,60,"Accés per Pl. Països Catalans / Numància / Ambulatori"
PW.E.31901_1.319,E.31901,1.319,1,0,60,"Accés per Pl. Països Catalans / Numància / Ambulatori"
PW.E.31902_1.319,E.31902,1.319,1,0,60,"Accés per Av. Josep Tarradellas"
PW.1.319_E.31902,1.319,E.31902,1,0,60,"Sortida per Av. Josep Tarradellas"
PW.1.319_E.31911,1.319,E.31911,1,0,60,"Sortida per Numància"
PW.E.31911_1.319,E.31911,1.319,1,0,60,"Accés per Numància"
PW.E.31912_1.319,E.31912,1.319,1,0,60,"Accés per Dolors Batlle i Sunyer"
PW.1.319_E.31912,1.319,E.31912,1,0,60,"Sortida per Dolors Batlle i Sunyer"
PW.E.32001_1.320,E.32001,1.320,1,0,60,"Accés per Elisi"
PW.1.320_E.32001,1.320,E.32001,1,0,60,"Sortida per Elisi"
PW.E.32002_1.320,E.32002,1.320,1,0,60,"Accés per València"
PW.1.320_E.32002,1.320,E.32002,1,0,60,"Sortida per València"
PW.E.32003_1.320,E.32003,1.320,1,0,60,"Accés per Tarragona"
PW.1.320_E.32003,1.320,E.32003,1,0,60,"Sortida per Tarragona"
PW.E.1032004_1.320,E.1032004,1.320,1,0,60,"Accés per Aragó"
PW.E.32004_1.320,E.32004,1.320,1,0,60,"Accés per Aragó"
PW.1.320_E.1032004,1.320,E.1032004,1,0,60,"Sortida per Aragó"
PW.1.320_E.32004,1.320,E.32004,1,0,60,"Sortida per Aragó"
PW.1.321_1.122,1.321,1.122,2,0,180,"Correspondència L3 - L1"
PW.1.321_E.1032101,1.321,E.1032101,1,0,60,"Sortida per Avinguda Paral·lel"
PW.1.321_E.32101,1.321,E.32101,1,0,60,"Sortida per Avinguda Paral·lel"
PW.E.32101_1.321,E.32101,1.321,1,0,60,"Accés per Avinguda Paral·lel"
PW.E.1032101_1.321,E.1032101,1.321,1,0,60,"Accés per Avinguda Paral·lel"
PW.1.321_E.32102,1.321,E.32102,1,0,60,"Sortida per Exposició"
PW.E.32102_1.321,E.32102,1.321,1,0,60,"Accés per Exposició"
PW.E.32201_1.322,E.32201,1.322,1,0,60,"Accés per Manso"
PW.1.322_E.1032201,1.322,E.1032201,1,0,60,"Sortida per Manso"
PW.1.322_E.32201,1.322,E.32201,1,0,60,"Sortida per Manso"
PW.E.1032201_1.322,E.1032201,1.322,1,0,60,"Accés per Manso"
PW.1.322_E.32202,1.322,E.32202,1,0,60,"Sortida per Teodor Bonaplata"
PW.E.32202_1.322,E.32202,1.322,1,0,60,"Accés per Teodor Bonaplata"
PW.1.322_E.32211,1.322,E.32211,1,0,60,"Sortida per Parlament"
PW.E.32211_1.322,E.32211,1.322,1,0,60,"Accés per Parlament"
PW.1.323_1.9901,1.323,1.9901,2,0,60,"Correspondència L3 - FM"
PW.1.323_1.210,1.323,1.210,2,0,15,"Correspondència L3 - L2"
PW.1.324_E.32401,1.324,E.32401,1,0,60,"Sortida per La Rambla"
PW.1.324_E.1032401,1.324,E.1032401,1,0,60,"Sortida per La Rambla"
PW.E.1032401_1.324,E.1032401,1.324,1,0,60,"Accés per La Rambla"
PW.E.32401_1.324,E.32401,1.324,1,0,60,"Accés per La Rambla"
PW.1.324_E.32403,1.324,E.32403,1,0,60,"Sortida per Santa Madrona"
PW.E.32403_1.324,E.32403,1.324,1,0,60,"Accés per Santa Madrona"
PW.1.324_E.1032411,1.324,E.1032411,1,0,60,"Sortida per Drassanes"
PW.1.324_E.32411,1.324,E.32411,1,0,60,"Sortida per Drassanes"
PW.E.32411_1.324,E.32411,1.324,1,0,60,"Accés per Drassanes"
PW.E.1032411_1.324,E.1032411,1.324,1,0,60,"Accés per Drassanes"
PW.E.32501_1.325,E.32501,1.325,1,0,60,"Accés per La Rambla / Mercat de la Boqueria"
PW.1.325_E.32501,1.325,E.32501,1,0,60,"Sortida per La Rambla / Mercat de la Boqueria"
PW.E.32511_1.325,E.32511,1.325,1,0,60,"Accés per La Rambla / Mercat de la Boqueria"
PW.1.325_E.32511,1.325,E.32511,1,0,60,"Sortida per La Rambla / Mercat de la Boqueria"
PW.1.325_E.32521,1.325,E.32521,1,0,60,"Sortida per La Rambla / Teatre Liceu"
PW.1.325_E.1032521,1.325,E.1032521,1,0,60,"Sortida per La Rambla / Teatre Liceu"
PW.E.1032521_1.325,E.1032521,1.325,1,0,60,"Accés per La Rambla / Teatre Liceu"
PW.E.32521_1.325,E.32521,1.325,1,0,60,"Accés per La Rambla / Teatre Liceu"
PW.E.1032531_1.325,E.1032531,1.325,1,0,60,"Accés per La Rambla / Teatre Liceu"
PW.1.325_E.1032531,1.325,E.1032531,1,0,60,"Sortida per La Rambla / Teatre Liceu"
PW.1.325_E.32531,1.325,E.32531,1,0,60,"Sortida per La Rambla / Teatre Liceu"
PW.E.32531_1.325,E.32531,1.325,1,0,60,"Accés per La Rambla / Teatre Liceu"
PW.1.326_1.126,1.326,1.126,2,0,45,"Correspondència L3 - L1"
PW.E.32601_1.326,E.32601,1.326,1,0,60,"Accés per La Rambla"
PW.1.326_E.32601,1.326,E.32601,1,0,60,"Sortida per La Rambla"
PW.E.32603_1.326,E.32603,1.326,1,0,60,"Accés per Pelai"
PW.1.326_E.32603,1.326,E.32603,1,0,60,"Sortida per Pelai"
PW.1.326_E.1032603,1.326,E.1032603,1,0,60,"Sortida per Pelai"
PW.E.1032603_1.326,E.1032603,1.326,1,0,60,"Accés per Pelai"
PW.1.326_E.32604,1.326,E.32604,1,0,60,"Sortida per Bergara"
PW.E.32604_1.326,E.32604,1.326,1,0,60,"Accés per Bergara"
PW.1.327_1.425,1.327,1.425,2,0,300,"Correspondència L3 - L4"
PW.1.327_1.213,1.327,1.213,2,0,300,"Correspondència L3 - L2"
PW.1.327_E.32701,1.327,E.32701,1,0,60,"Sortida per Aragó / Pau Claris"
PW.E.1032701_1.327,E.1032701,1.327,1,0,60,"Accés per Aragó / Pau Claris"
PW.E.32701_1.327,E.32701,1.327,1,0,60,"Accés per Aragó / Pau Claris"
PW.1.327_E.1032701,1.327,E.1032701,1,0,60,"Sortida per Aragó / Pau Claris"
PW.E.32702_1.327,E.32702,1.327,1,0,60,"Accés per Aragó / Rambla Catalunya"
PW.1.327_E.32702,1.327,E.32702,1,0,60,"Sortida per Aragó / Rambla Catalunya"
PW.E.32711_1.327,E.32711,1.327,1,0,60,"Accés per Consell de Cent"
PW.1.327_E.32711,1.327,E.32711,1,0,60,"Sortida per Consell de Cent"
PW.1.328_1.521,1.328,1.521,2,0,120,"Correspondència L3 - L5"
PW.1.328_E.32801,1.328,E.32801,1,0,60,"Sortida per Pg. de Gràcia / Rambla Catalunya"
PW.E.32801_1.328,E.32801,1.328,1,0,60,"Accés per Pg. de Gràcia / Rambla Catalunya"
PW.E.1032801_1.328,E.1032801,1.328,1,0,60,"Accés per Pg. de Gràcia / Rambla Catalunya"
PW.1.328_E.1032801,1.328,E.1032801,1,0,60,"Sortida per Pg. de Gràcia / Rambla Catalunya"
PW.E.32802_1.328,E.32802,1.328,1,0,60,"Accés per Pg. de Gràcia / Pau Claris"
PW.1.328_E.32802,1.328,E.32802,1,0,60,"Sortida per Pg. de Gràcia / Pau Claris"
PW.1.328_E.32803,1.328,E.32803,1,0,60,"Sortida per Pg. de Gràcia (escala mecànica)"
PW.E.32803_1.328,E.32803,1.328,1,0,60,"Accés per Pg. de Gràcia (escala mecànica)"
PW.1.328_E.32811,1.328,E.32811,1,0,60,"Sortida per Diagonal / Rambla Catalunya"
PW.E.32811_1.328,E.32811,1.328,1,0,60,"Accés per Diagonal / Rambla Catalunya"
PW.1.328_E.32812,1.328,E.32812,1,0,60,"Sortida per Diagonal / Pau Claris"
PW.E.32812_1.328,E.32812,1.328,1,0,60,"Accés per Diagonal / Pau Claris"
PW.E.32901_1.329,E.32901,1.329,1,0,60,"Accés per Gran de Gràcia / Astúries"
PW.1.329_E.32901,1.329,E.32901,1,0,60,"Sortida per Gran de Gràcia / Astúries"
PW.1.330_E.33001,1.330,E.33001,1,0,60,"Sortida per Septimània"
PW.E.33001_1.330,E.33001,1.330,1,0,60,"Accés per Septimània"
PW.E.1033011_1.330,E.1033011,1.330,1,0,60,"Accés per Plaça Lesseps"
PW.1.330_E.33011,1.330,E.33011,1,0,60,"Sortida per Plaça Lesseps"
PW.E.33011_1.330,E.33011,1.330,1,0,60,"Accés per Plaça Lesseps"
PW.1.330_E.1033011,1.330,E.1033011,1,0,60,"Sortida per Plaça Lesseps"
PW.1.331_E.33101,1.331,E.33101,1,0,60,"Sortida per Avinguda República Argentina"
PW.1.331_E.1033101,1.331,E.1033101,1,0,60,"Sortida per Avinguda República Argentina"
PW.E.1033101_1.331,E.1033101,1.331,1,0,60,"Accés per Avinguda República Argentina"
PW.E.33101_1.331,E.33101,1.331,1,0,60,"Accés per Avinguda República Argentina"
PW.E.33102_1.331,E.33102,1.331,1,0,60,"Accés per Gomis"
PW.1.331_E.33102,1.331,E.33102,1,0,60,"Sortida per Gomis"
PW.1.331_E.33103,1.331,E.33103,1,0,60,"Sortida per Avinguda Vallcarca + Parc Güell"
PW.E.33103_1.331,E.33103,1.331,1,0,60,"Accés per Avinguda Vallcarca + Parc Güell"
PW.1.332_E.33201,1.332,E.33201,1,0,60,"Sortida per Avinguda Vallcarca"
PW.E.33201_1.332,E.33201,1.332,1,0,60,"Accés per Avinguda Vallcarca"
PW.E.1033202_1.332,E.1033202,1.332,1,0,60,"Accés per Anna Piferrer"
PW.E.33202_1.332,E.33202,1.332,1,0,60,"Accés per Anna Piferrer"
PW.1.332_E.1033202,1.332,E.1033202,1,0,60,"Sortida per Anna Piferrer"
PW.1.332_E.33202,1.332,E.33202,1,0,60,"Sortida per Anna Piferrer"
PW.1.333_1.534,1.333,1.534,2,0,45,"Correspondència L3 - L5"
PW.1.333_E.1033301,1.333,E.1033301,1,0,60,"Sortida per Mercat de Vall d'Hebron"
PW.E.1033301_1.333,E.1033301,1.333,1,0,60,"Accés per Mercat de Vall d'Hebron"
PW.E.33301_1.333,E.33301,1.333,1,0,60,"Accés per Mercat de Vall d'Hebron"
PW.1.333_E.33301,1.333,E.33301,1,0,60,"Sortida per Mercat de Vall d'Hebron"
PW.1.334_E.1033402,1.334,E.1033402,1,0,60,"Sortida per Residència Sanitària / Llars Mundet"
PW.E.33402_1.334,E.33402,1.334,1,0,60,"Accés per Residència Sanitària / Llars Mundet"
PW.1.334_E.33402,1.334,E.33402,1,0,60,"Sortida per Residència Sanitària / Llars Mundet"
PW.E.1033402_1.334,E.1033402,1.334,1,0,60,"Accés per Residència Sanitària / Llars Mundet"
PW.E.33403_1.334,E.33403,1.334,1,0,60,"Accés per Palau  Olímpic Vall d'Hebron"
PW.1.334_E.33403,1.334,E.33403,1,0,60,"Sortida per Palau  Olímpic Vall d'Hebron"
PW.E.33501_1.335,E.33501,1.335,1,0,60,"Accés per Can Marcet"
PW.1.335_E.33501,1.335,E.33501,1,0,60,"Sortida per Can Marcet"
PW.1.335_E.33502,1.335,E.33502,1,0,60,"Sortida per Salesians"
PW.E.33502_1.335,E.33502,1.335,1,0,60,"Accés per Salesians"
PW.1.335_E.33503,1.335,E.33503,1,0,60,"Sortida per Passeig Vall d'Hebron"
PW.1.335_E.1033503,1.335,E.1033503,1,0,60,"Sortida per Passeig Vall d'Hebron"
PW.E.1033503_1.335,E.1033503,1.335,1,0,60,"Accés per Passeig Vall d'Hebron"
PW.E.33503_1.335,E.33503,1.335,1,0,60,"Accés per Passeig Vall d'Hebron"
PW.1.336_E.1033601,1.336,E.1033601,1,0,60,"Sortida per Passeig Valldaura"
PW.E.33601_1.336,E.33601,1.336,1,0,60,"Accés per Passeig Valldaura"
PW.E.1033601_1.336,E.1033601,1.336,1,0,60,"Accés per Passeig Valldaura"
PW.1.336_E.33601,1.336,E.33601,1,0,60,"Sortida per Passeig Valldaura"
PW.1.337_E.1033701,1.337,E.1033701,1,0,60,"Sortida per Via Favència"
PW.1.337_E.33701,1.337,E.33701,1,0,60,"Sortida per Via Favència"
PW.E.1033701_1.337,E.1033701,1.337,1,0,60,"Accés per Via Favència"
PW.E.33701_1.337,E.33701,1.337,1,0,60,"Accés per Via Favència"
PW.1.337_E.33711,1.337,E.33711,1,0,60,"Sortida per García Lorca"
PW.E.33711_1.337,E.33711,1.337,1,0,60,"Accés per García Lorca"
PW.E.33801_1.338,E.33801,1.338,1,0,60,"Accés per Vidal i Guasch"
PW.1.338_E.33801,1.338,E.33801,1,0,60,"Sortida per Vidal i Guasch"
PW.1.338_E.1033801,1.338,E.1033801,1,0,60,"Sortida per Vidal i Guasch"
PW.E.1033801_1.338,E.1033801,1.338,1,0,60,"Accés per Vidal i Guasch"
PW.1.338_E.33811,1.338,E.33811,1,0,60,"Sortida per Jaume Pinent"
PW.1.338_E.1033811,1.338,E.1033811,1,0,60,"Sortida per Jaume Pinent"
PW.E.1033811_1.338,E.1033811,1.338,1,0,60,"Accés per Jaume Pinent"
PW.E.33811_1.338,E.33811,1.338,1,0,60,"Accés per Jaume Pinent"
PW.1.338_E.33812,1.338,E.33812,1,0,60,"Sortida per Carrer de les Torres"
PW.E.33812_1.338,E.33812,1.338,1,0,60,"Accés per Carrer de les Torres"
PW.1.339_1.434,1.339,1.434,2,0,120,"Correspondència L3 - L4"
PW.1.339_1.1136,1.339,1.1136,2,0,120,"Correspondència L3 - L11"
PW.1.339_E.33901,1.339,E.33901,1,0,60,"Sortida per Palamós"
PW.E.33901_1.339,E.33901,1.339,1,0,60,"Accés per Palamós"
PW.1.413_1.221,1.413,1.221,2,0,45,"Correspondència L4 - L2"
PW.E.1041301_1.413,E.1041301,1.413,1,0,60,"Accés per Rambla Guipúscoa / Ca n'Oliva"
PW.E.41301_1.413,E.41301,1.413,1,0,60,"Accés per Rambla Guipúscoa / Ca n'Oliva"
PW.1.413_E.1041301,1.413,E.1041301,1,0,60,"Sortida per Rambla Guipúscoa / Ca n'Oliva"
PW.1.413_E.41301,1.413,E.41301,1,0,60,"Sortida per Rambla Guipúscoa / Ca n'Oliva"
PW.1.414_E.41401,1.414,E.41401,1,0,60,"Sortida per Gran Via de les Corts Catalanes"
PW.E.41401_1.414,E.41401,1.414,1,0,60,"Accés per Gran Via de les Corts Catalanes"
PW.E.41402_1.414,E.41402,1.414,1,0,60,"Accés per Tram Besòs"
PW.1.414_E.41402,1.414,E.41402,1,0,60,"Sortida per Tram Besòs"
PW.1.414_E.1041402,1.414,E.1041402,1,0,60,"Sortida per Tram Besòs"
PW.E.1041402_1.414,E.1041402,1.414,1,0,60,"Accés per Tram Besòs"
PW.E.1041501_1.415,E.1041501,1.415,1,0,60,"Accés per Jaume Fabre"
PW.E.41501_1.415,E.41501,1.415,1,0,60,"Accés per Jaume Fabre"
PW.1.415_E.1041501,1.415,E.1041501,1,0,60,"Sortida per Jaume Fabre"
PW.1.415_E.41501,1.415,E.41501,1,0,60,"Sortida per Jaume Fabre"
PW.E.41511_1.415,E.41511,1.415,1,0,60,"Accés per Ferrer Bassa"
PW.1.415_E.41511,1.415,E.41511,1,0,60,"Sortida per Ferrer Bassa"
PW.E.1041601_1.416,E.1041601,1.416,1,0,60,"Accés per Rambla de Prim"
PW.E.41601_1.416,E.41601,1.416,1,0,60,"Accés per Rambla de Prim"
PW.1.416_E.1041601,1.416,E.1041601,1,0,60,"Sortida per Rambla de Prim"
PW.1.416_E.41601,1.416,E.41601,1,0,60,"Sortida per Rambla de Prim"
PW.E.41611_1.416,E.41611,1.416,1,0,60,"Accés per Avinguda Diagonal"
PW.1.416_E.41611,1.416,E.41611,1,0,60,"Sortida per Avinguda Diagonal"
PW.E.41701_1.417,E.41701,1.417,1,0,60,"Accés per Selva de Mar"
PW.1.417_E.41701,1.417,E.41701,1,0,60,"Sortida per Selva de Mar"
PW.1.417_E.41711,1.417,E.41711,1,0,60,"Sortida per Provençals"
PW.1.417_E.1041711,1.417,E.1041711,1,0,60,"Sortida per Provençals"
PW.E.41711_1.417,E.41711,1.417,1,0,60,"Accés per Provençals"
PW.E.1041711_1.417,E.1041711,1.417,1,0,60,"Accés per Provençals"
PW.E.1041801_1.418,E.1041801,1.418,1,0,60,"Accés per Pujades / Bilbao"
PW.1.418_E.1041801,1.418,E.1041801,1,0,60,"Sortida per Pujades / Bilbao"
PW.1.418_E.41801,1.418,E.41801,1,0,60,"Sortida per Pujades / Bilbao"
PW.E.41801_1.418,E.41801,1.418,1,0,60,"Accés per Pujades / Bilbao"
PW.E.41901_1.419,E.41901,1.419,1,0,60,"Accés per Pujades / Ciutat de Granada"
PW.E.1041901_1.419,E.1041901,1.419,1,0,60,"Accés per Pujades / Ciutat de Granada"
PW.1.419_E.41901,1.419,E.41901,1,0,60,"Sortida per Pujades / Ciutat de Granada"
PW.1.419_E.1041901,1.419,E.1041901,1,0,60,"Sortida per Pujades / Ciutat de Granada"
PW.E.42001_1.420,E.42001,1.420,1,0,60,"Accés per Pujades / Pere IV"
PW.1.420_E.42001,1.420,E.42001,1,0,60,"Sortida per Pujades / Pere IV"
PW.1.420_E.42011,1.420,E.42011,1,0,60,"Sortida per Pujades"
PW.E.1042011_1.420,E.1042011,1.420,1,0,60,"Accés per Pujades"
PW.E.42011_1.420,E.42011,1.420,1,0,60,"Accés per Pujades"
PW.1.420_E.1042011,1.420,E.1042011,1,0,60,"Sortida per Pujades"
PW.E.42101_1.421,E.42101,1.421,1,0,60,"Accés per Avinguda Icària"
PW.1.421_E.42101,1.421,E.42101,1,0,60,"Sortida per Avinguda Icària"
PW.E.42102_1.421,E.42102,1.421,1,0,60,"Accés per Zoo"
PW.1.421_E.42102,1.421,E.42102,1,0,60,"Sortida per Zoo"
PW.E.1042201_1.422,E.1042201,1.422,1,0,60,"Accés per Plaça Pau Vila"
PW.1.422_E.1042201,1.422,E.1042201,1,0,60,"Sortida per Plaça Pau Vila"
PW.1.422_E.42201,1.422,E.42201,1,0,60,"Sortida per Plaça Pau Vila"
PW.E.42201_1.422,E.42201,1.422,1,0,60,"Accés per Plaça Pau Vila"
PW.1.423_E.1042301,1.423,E.1042301,1,0,60,"Sortida per Plaça de l'Àngel"
PW.1.423_E.42301,1.423,E.42301,1,0,60,"Sortida per Plaça de l'Àngel"
PW.E.42301_1.423,E.42301,1.423,1,0,60,"Accés per Plaça de l'Àngel"
PW.E.1042301_1.423,E.1042301,1.423,1,0,60,"Accés per Plaça de l'Àngel"
PW.1.423_E.1042311,1.423,E.1042311,1,0,60,"Sortida per Argenteria"
PW.E.42311_1.423,E.42311,1.423,1,0,60,"Accés per Argenteria"
PW.E.1042311_1.423,E.1042311,1.423,1,0,60,"Accés per Argenteria"
PW.1.423_E.42311,1.423,E.42311,1,0,60,"Sortida per Argenteria"
PW.1.424_1.127,1.424,1.127,2,0,90,"Correspondència L4 - L1"
PW.E.42401_1.424,E.42401,1.424,1,0,60,"Accés per Plaça Urquinaona"
PW.1.424_E.42401,1.424,E.42401,1,0,60,"Sortida per Plaça Urquinaona"
PW.1.424_E.42411,1.424,E.42411,1,0,60,"Sortida per Jonqueres"
PW.E.42411_1.424,E.42411,1.424,1,0,60,"Accés per Jonqueres"
PW.1.425_1.213,1.425,1.213,2,0,60,"Correspondència L4 - L2"
PW.1.425_1.327,1.425,1.327,2,0,300,"Correspondència L4 - L3"
PW.E.42501_1.425,E.42501,1.425,1,0,60,"Accés per Passeig de Gràcia / Gran Via"
PW.1.425_E.42501,1.425,E.42501,1,0,60,"Sortida per Passeig de Gràcia / Gran Via"
PW.1.426_E.1042601,1.426,E.1042601,1,0,60,"Sortida per Consell de Cent"
PW.E.1042601_1.426,E.1042601,1.426,1,0,60,"Accés per Consell de Cent"
PW.E.42601_1.426,E.42601,1.426,1,0,60,"Accés per Consell de Cent"
PW.1.426_E.42601,1.426,E.42601,1,0,60,"Sortida per Consell de Cent"
PW.1.426_E.42602,1.426,E.42602,1,0,60,"Sortida per Girona"
PW.E.42602_1.426,E.42602,1.426,1,0,60,"Accés per Girona"
PW.1.427_1.522,1.427,1.522,2,0,45,"Correspondència L4 - L5"
PW.E.42701_1.427,E.42701,1.427,1,0,60,"Accés per Passeig Sant Joan"
PW.1.427_E.42701,1.427,E.42701,1,0,60,"Sortida per Passeig Sant Joan"
PW.E.42801_1.428,E.42801,1.428,1,0,60,"Accés per Escorial"
PW.E.1042801_1.428,E.1042801,1.428,1,0,60,"Accés per Escorial"
PW.1.428_E.1042801,1.428,E.1042801,1,0,60,"Sortida per Escorial"
PW.1.428_E.42801,1.428,E.42801,1,0,60,"Sortida per Escorial"
PW.E.42802_1.428,E.42802,1.428,1,0,60,"Accés per Pi i Margall"
PW.1.428_E.42802,1.428,E.42802,1,0,60,"Sortida per Pi i Margall"
PW.1.429_E.42901,1.429,E.42901,1,0,60,"Sortida per Ronda Guinardó"
PW.E.42901_1.429,E.42901,1.429,1,0,60,"Accés per Ronda Guinardó"
PW.E.1042901_1.429,E.1042901,1.429,1,0,60,"Accés per Ronda Guinardó"
PW.1.429_E.1042901,1.429,E.1042901,1,0,60,"Sortida per Ronda Guinardó"
PW.E.42902_1.429,E.42902,1.429,1,0,60,"Accés per Lepant"
PW.1.429_E.42902,1.429,E.42902,1,0,60,"Sortida per Lepant"
PW.1.429_E.42903,1.429,E.42903,1,0,60,"Sortida per Plaça Alfons el Savi"
PW.E.42903_1.429,E.42903,1.429,1,0,60,"Accés per Plaça Alfons el Savi"
PW.E.43001_1.430,E.43001,1.430,1,0,60,"Accés per Sant Quintí"
PW.E.1043001_1.430,E.1043001,1.430,1,0,60,"Accés per Sant Quintí"
PW.1.430_E.1043001,1.430,E.1043001,1,0,60,"Sortida per Sant Quintí"
PW.1.430_E.43001,1.430,E.43001,1,0,60,"Sortida per Sant Quintí"
